composition,formation_energy (eV/atom),band_gap (eV),sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
Rb3 Cl1 O1,-1.594204288,1.2234,136.0,193.0,307.8558,1163.7799999999997,36.0,20.0,828.0,9.06,7.0,9.0,0.0,0.0,16.0,3.0,3.0,0.0,0.0,6.0,305.77000000000004,2.493,0.0,763.0,27.200000000000003,38.6,61.57116,232.75599999999997,7.2,4.0,165.6,1.8120000000000003,1.4,1.8,0.0,0.0,3.2,0.6,0.6000000000000001,0.0,0.0,1.2000000000000002,61.153999999999996,0.4986,0.0,152.60000000000002,11.759999999999998,41.52,28.675967999999997,95.64479999999999,7.4399999999999995,1.2000000000000002,65.28,1.1904000000000001,0.48,2.16,0.0,0.0,2.64,0.48,0.72,0.0,0.0,0.3200000000000001,35.4822,0.79776,0.0,91.67999999999999,29.0,90.0,69.4684,257.65999999999997,16.0,3.0,154.0,2.62,1.0,5.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,1.0,81.61749999999999,2.493,0.0,217.0,37.0,94.0,85.4678,312.46,17.0,5.0,220.0,3.44,2.0,5.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,2.0,90.7225,2.493,0.0,229.0,8.0,4.0,15.9994,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,37.0,4.0,85.4678,312.46,1.0,5.0,220.0,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90.7225,0.0,0.0,229.0
Rb3 I1 O1,-1.402316398,0.634,172.0,195.0,399.30726999999996,1379.03,36.0,22.0,865.0,8.56,7.0,9.0,10.0,0.0,26.0,3.0,3.0,0.0,0.0,6.0,324.2875,1.062,0.0,763.0,34.4,39.0,79.86145400000001,275.806,7.2,4.4,173.0,1.7120000000000002,1.4,1.8,2.0,0.0,5.2,0.6,0.6000000000000001,0.0,0.0,1.2000000000000002,64.8575,0.21240000000000003,0.0,152.60000000000002,10.560000000000002,42.0,25.544821599999995,88.4024,7.4399999999999995,0.9599999999999997,56.400000000000006,1.0704,0.48,2.16,3.1999999999999997,0.0,5.040000000000001,0.48,0.72,0.0,0.0,0.3200000000000001,31.037999999999997,0.3398400000000001,0.0,91.67999999999999,45.0,92.0,110.90507000000001,332.05,16.0,3.0,154.0,2.62,1.0,5.0,10.0,0.0,16.0,1.0,2.0,0.0,0.0,1.0,81.61749999999999,1.062,0.0,217.0,53.0,96.0,126.90447,386.85,17.0,5.0,220.0,3.44,2.0,5.0,10.0,0.0,17.0,1.0,2.0,0.0,0.0,2.0,90.7225,1.062,0.0,229.0,8.0,4.0,15.9994,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,37.0,4.0,85.4678,312.46,1.0,5.0,220.0,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90.7225,0.0,0.0,229.0
Rb1 Ag1 Br3,-1.209148419,0.0,189.0,354.0,433.048,2344.79,63.0,22.0,725.0,11.629999999999999,8.0,15.0,40.0,0.0,63.0,2.0,3.0,0.0,0.0,5.0,195.4925,4.371,0.0,646.0,37.8,70.8,86.6096,468.95799999999997,12.6,4.4,145.0,2.326,1.6,3.0,8.0,0.0,12.6,0.4,0.6,0.0,0.0,1.0,39.0985,0.8742,0.0,129.20000000000002,3.679999999999998,29.04,8.503440000000003,306.3888,5.279999999999999,0.4800000000000001,30.0,0.7608,0.48,2.4000000000000004,3.2,0.0,5.279999999999999,0.48,0.48,0.0,0.0,0.0,20.6496,0.69936,0.0,78.24000000000001,12.0,91.0,27.964200000000005,969.1300000000001,16.0,1.0,100.0,2.14,1.0,5.0,10.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,74.3925,1.457,0.0,165.0,47.0,95.0,107.8682,1234.93,17.0,5.0,220.0,2.96,2.0,5.0,10.0,0.0,17.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.457,0.0,229.0,35.0,4.0,79.904,265.8,1.0,4.0,120.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.33,0.0,0.0,64.0,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0
Rb1 Ag1 Cl3,-1.418802614,0.0,135.0,351.0,299.69500000000005,2062.19,63.0,19.0,671.0,12.23,8.0,15.0,10.0,0.0,33.0,2.0,3.0,0.0,0.0,5.0,180.545,7.478999999999999,0.0,646.0,27.0,70.2,59.93900000000001,412.438,12.6,3.8,134.2,2.4459999999999997,1.6,3.0,2.0,0.0,6.6000000000000005,0.4,0.6,0.0,0.0,1.0,36.108999999999995,1.4957999999999998,0.0,129.20000000000002,12.0,28.560000000000002,29.3832,328.9968,5.279999999999999,0.96,38.64,0.8568000000000002,0.48,2.4000000000000004,3.2,0.0,2.2399999999999998,0.48,0.48,0.0,0.0,0.0,21.845399999999998,1.19664,0.0,78.24000000000001,30.0,90.0,72.4152,1063.3300000000002,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,74.3925,2.493,0.0,165.0,47.0,94.0,107.8682,1234.93,17.0,5.0,220.0,3.16,2.0,5.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,90.7225,2.493,0.0,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.33,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Ag1 F3,-2.13113856,0.0,111.0,348.0,250.33120960000002,1707.89,63.0,16.0,536.0,14.69,8.0,15.0,10.0,0.0,33.0,2.0,3.0,0.0,0.0,5.0,136.17499999999998,5.91,0.0,499.0,22.2,69.6,50.066241919999996,341.57800000000003,12.6,3.2,107.19999999999999,2.9379999999999997,1.6,3.0,2.0,0.0,6.6000000000000005,0.4,0.6,0.0,0.0,1.0,27.235,1.182,0.0,99.80000000000001,15.84,28.08,37.281406464,357.34080000000006,5.279999999999999,1.44,60.239999999999995,1.2504,0.48,2.4000000000000004,3.2,0.0,2.2399999999999998,0.48,0.48,0.0,0.0,0.0,25.395,0.9456,0.0,101.75999999999999,38.0,89.0,88.8697968,1181.43,16.0,3.0,163.0,3.16,1.0,5.0,10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,81.015,1.97,0.0,214.0,47.0,93.0,107.8682,1234.93,17.0,5.0,220.0,3.98,2.0,5.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.97,0.0,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 Au1 Br3,-1.185198882,0.7293,221.0,355.0,522.146369,2447.19,63.0,23.0,716.0,12.239999999999998,8.0,15.0,40.0,14.0,77.0,2.0,3.0,0.0,0.0,5.0,195.8625,4.371,0.0,646.0,44.2,71.0,104.4292738,489.438,12.6,4.6,143.2,2.448,1.6,3.0,8.0,2.8000000000000003,15.399999999999999,0.4,0.6,0.0,0.0,1.0,39.1725,0.8742,0.0,129.20000000000002,13.920000000000002,28.799999999999997,37.01491808,339.1568,5.279999999999999,0.72,30.71999999999999,0.6512,0.48,2.4000000000000004,3.2,4.48,5.760000000000002,0.48,0.48,0.0,0.0,0.0,20.62,0.69936,0.0,78.24000000000001,44.0,91.0,117.062569,1071.53,16.0,2.0,100.0,2.14,1.0,5.0,10.0,14.0,24.0,1.0,1.0,0.0,0.0,0.0,74.0225,1.457,0.0,165.0,79.0,95.0,196.966569,1337.33,17.0,6.0,220.0,2.96,2.0,5.0,10.0,14.0,25.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.457,0.0,229.0,35.0,4.0,79.904,265.8,1.0,4.0,120.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,64.0,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0
Rb1 Au1 I3,-0.910050577,0.7061,275.0,358.0,663.147779,2810.34,63.0,26.0,773.0,11.34,8.0,15.0,40.0,14.0,77.0,2.0,3.0,0.0,0.0,5.0,236.46750000000003,3.186,0.0,646.0,55.0,71.6,132.6295558,562.068,12.6,5.2,154.6,2.2680000000000002,1.6,3.0,8.0,2.8000000000000003,15.399999999999999,0.4,0.6,0.0,0.0,1.0,47.2935,0.6372,0.0,129.20000000000002,9.6,29.28,25.734805279999993,310.1048,5.279999999999999,0.3200000000000001,26.159999999999997,0.5791999999999999,0.48,2.4000000000000004,3.2,4.48,5.760000000000002,0.48,0.48,0.0,0.0,0.0,17.3716,0.50976,0.0,78.24000000000001,42.0,92.0,111.498769,1024.87,16.0,1.0,84.0,1.8400000000000003,1.0,5.0,10.0,14.0,24.0,1.0,1.0,0.0,0.0,0.0,74.0225,1.062,0.0,165.0,79.0,96.0,196.966569,1337.33,17.0,6.0,220.0,2.66,2.0,5.0,10.0,14.0,25.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.062,0.0,229.0,37.0,4.0,85.4678,312.46,1.0,5.0,136.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,64.0,53.0,96.0,126.90447,386.85,17.0,5.0,139.0,2.66,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,43.015,1.062,0.0,64.0
Rb1 B1 S3,-1.016867513,2.4085,90.0,340.0,192.47379999999998,3825.54,62.0,16.0,619.0,10.6,9.0,13.0,0.0,0.0,22.0,1.0,11.0,0.0,0.0,12.0,175.255625,8.129999999999999,0.0,605.0,18.0,68.0,38.49476,765.108,12.4,3.1999999999999997,123.8,2.12,1.8,2.6,0.0,0.0,4.3999999999999995,0.2,2.2,0.0,0.0,2.4,35.051125,1.626,0.0,121.0,7.6000000000000005,25.6,18.789216,633.1568,4.5600000000000005,0.72,38.480000000000004,0.552,0.31999999999999995,1.6800000000000002,0.0,0.0,1.9200000000000002,0.32000000000000006,1.12,0.0,0.0,1.04,22.26855,0.6912,0.0,61.2,32.0,84.0,74.6568,2035.54,15.0,3.0,136.0,1.7600000000000002,1.0,4.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,4.0,83.55,2.202,0.0,159.0,37.0,88.0,85.4678,2348.0,16.0,5.0,220.0,2.58,2.0,4.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,5.0,90.7225,2.202,0.0,229.0,5.0,4.0,10.811,312.46,1.0,2.0,84.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1725,0.0,0.0,70.0,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0,70.0
Rb1 B1 Se3,-0.832793234,1.6569,144.0,343.0,333.1588,4142.46,62.0,19.0,664.0,10.51,9.0,13.0,30.0,0.0,52.0,1.0,11.0,0.0,0.0,12.0,175.655,3.9210000000000003,0.0,437.0,28.799999999999997,68.6,66.63176,828.492,12.4,3.8,132.8,2.102,1.8,2.6,6.0,0.0,10.4,0.2,2.2,0.0,0.0,2.4,35.131,0.7842,0.0,87.4,9.520000000000001,25.840000000000003,22.328303999999996,607.8032,4.5600000000000005,0.7200000000000002,34.88000000000001,0.5376,0.31999999999999995,1.6800000000000002,4.800000000000001,0.0,6.720000000000001,0.32000000000000006,1.12,0.0,0.0,1.04,22.2366,0.31368,0.0,88.08,32.0,85.0,74.6568,2035.54,15.0,3.0,136.0,1.73,1.0,4.0,10.0,0.0,15.0,1.0,5.0,0.0,0.0,4.0,83.55,1.524,0.0,215.0,37.0,89.0,85.4678,2348.0,16.0,5.0,220.0,2.55,2.0,4.0,10.0,0.0,16.0,1.0,5.0,0.0,0.0,5.0,90.7225,1.524,0.0,229.0,5.0,4.0,10.811,312.46,1.0,2.0,84.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1725,0.0,0.0,14.0,34.0,89.0,78.96,494.0,16.0,4.0,120.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,25.92,0.799,0.0,14.0
Rb1 Bi1 O3,-1.447628567,0.0,144.0,351.0,342.4464,1021.2599999999999,64.0,17.0,566.0,13.16,9.0,15.0,10.0,14.0,48.0,1.0,9.0,0.0,0.0,10.0,150.9875,0.0,0.0,277.0,28.8,70.19999999999999,68.48928,204.25199999999998,12.8,3.4000000000000004,113.19999999999999,2.632,1.8,3.0,2.0,2.8000000000000003,9.600000000000001,0.2,1.8,0.0,0.0,2.0,30.1975,0.0,0.0,55.400000000000006,24.96,26.48000000000001,62.987856,179.3424,4.72,1.6800000000000002,56.64,0.9696,0.31999999999999995,1.2000000000000002,3.2,4.48,7.760000000000002,0.32000000000000006,0.7200000000000001,0.0,0.0,0.4,25.311,0.0,0.0,69.44,75.0,83.0,192.981,489.59999999999997,15.0,4.0,154.0,2.62,1.0,4.0,10.0,14.0,28.0,1.0,3.0,0.0,0.0,2.0,81.61749999999999,0.0,0.0,217.0,83.0,87.0,208.9804,544.4,16.0,6.0,220.0,3.44,2.0,4.0,10.0,14.0,29.0,1.0,3.0,0.0,0.0,3.0,90.7225,0.0,0.0,229.0,8.0,4.0,15.9994,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Rb1 Br1 O3,-1.052957117,3.9953,96.0,360.0,213.37,742.66,66.0,15.0,538.0,14.1,9.0,17.0,10.0,0.0,36.0,1.0,7.0,0.0,0.0,8.0,147.5175,1.457,0.0,329.0,19.2,72.0,42.674,148.53199999999998,13.2,3.0,107.6,2.8200000000000003,1.8,3.4,2.0,0.0,7.2,0.2,1.4,0.0,0.0,1.6,29.503500000000003,0.29140000000000005,0.0,65.80000000000001,13.440000000000001,27.200000000000003,32.009519999999995,112.4784,4.880000000000001,1.2000000000000002,49.92,0.7999999999999998,0.31999999999999995,1.36,3.2,0.0,3.9200000000000004,0.32000000000000006,0.72,0.0,0.0,0.48,24.4876,0.46624,0.0,65.28,29.0,91.0,69.4684,257.65999999999997,16.0,3.0,154.0,2.62,1.0,5.0,10.0,0.0,16.0,1.0,2.0,0.0,0.0,1.0,81.61749999999999,1.457,0.0,217.0,37.0,95.0,85.4678,312.46,17.0,5.0,220.0,3.44,2.0,5.0,10.0,0.0,17.0,1.0,2.0,0.0,0.0,2.0,90.7225,1.457,0.0,229.0,8.0,4.0,15.9994,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Rb1 Ca1 Br3,-2.284203274,4.2996,162.0,296.0,365.2578,2224.86,54.0,21.0,756.0,10.7,9.0,15.0,30.0,0.0,54.0,1.0,3.0,0.0,0.0,4.0,216.9325,4.371,0.0,646.0,32.4,59.2,73.05156,444.972,10.799999999999999,4.2,151.2,2.14,1.8,3.0,6.0,0.0,10.799999999999999,0.2,0.6,0.0,0.0,0.8,43.3865,0.8742,0.0,129.20000000000002,4.960000000000001,42.96,13.189423999999999,268.0112,7.44,0.3200000000000001,37.44,0.984,0.31999999999999995,2.4000000000000004,4.800000000000001,0.0,7.44,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,18.934399999999997,0.69936,0.0,78.24000000000001,17.0,91.0,45.389799999999994,849.2,16.0,1.0,100.0,2.14,1.0,5.0,10.0,0.0,16.0,1.0,1.0,0.0,0.0,1.0,61.24249999999999,1.457,0.0,165.0,37.0,95.0,85.4678,1115.0,17.0,5.0,220.0,2.96,2.0,5.0,10.0,0.0,17.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.457,0.0,229.0,20.0,4.0,40.078,265.8,1.0,4.0,120.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.48,0.0,0.0,64.0,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0
Rb1 Ca1 Cl3,-2.613238606,5.3844,108.0,293.0,231.90480000000002,1942.26,54.0,18.0,702.0,11.3,9.0,15.0,0.0,0.0,24.0,1.0,3.0,0.0,0.0,4.0,201.985,7.478999999999999,0.0,646.0,21.6,58.6,46.38096,388.452,10.799999999999999,3.5999999999999996,140.4,2.26,1.8,3.0,0.0,0.0,4.800000000000001,0.2,0.6,0.0,0.0,0.8,40.397000000000006,1.4957999999999998,0.0,129.20000000000002,6.160000000000001,42.480000000000004,15.634735999999998,290.6192,7.44,0.72,46.08,1.08,0.31999999999999995,2.4000000000000004,0.0,0.0,2.6399999999999997,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,20.130200000000002,1.19664,0.0,78.24000000000001,20.0,90.0,50.014799999999994,943.4,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,66.225,2.493,0.0,165.0,37.0,94.0,85.4678,1115.0,17.0,5.0,220.0,3.16,2.0,5.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,90.7225,2.493,0.0,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.4975,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Ca1 F3,-3.718474269,6.3971,84.0,290.0,182.5410096,1587.96,54.0,15.0,567.0,13.76,9.0,15.0,0.0,0.0,24.0,1.0,3.0,0.0,0.0,4.0,157.615,5.91,0.0,499.0,16.8,58.0,36.508201920000005,317.59200000000004,10.799999999999999,3.0,113.4,2.752,1.8,3.0,0.0,0.0,4.800000000000001,0.2,0.6,0.0,0.0,0.8,31.523000000000003,1.182,0.0,99.80000000000001,9.36,42.0,21.011758464000003,318.96320000000003,7.44,1.2000000000000002,67.68,1.4736000000000002,0.31999999999999995,2.4000000000000004,0.0,0.0,2.6399999999999997,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,26.178600000000003,0.9456,0.0,101.75999999999999,28.0,89.0,66.4693968,1061.5,16.0,3.0,163.0,3.16,1.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,81.015,1.97,0.0,214.0,37.0,93.0,85.4678,1115.0,17.0,5.0,220.0,3.98,2.0,5.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.97,0.0,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 Ca1 I3,-1.815162657,3.5985,216.0,299.0,506.25921,2588.01,54.0,24.0,813.0,9.8,9.0,15.0,30.0,0.0,54.0,1.0,3.0,0.0,0.0,4.0,257.5375,3.186,0.0,646.0,43.199999999999996,59.8,101.251842,517.6020000000001,10.799999999999999,4.8,162.6,1.96,1.8,3.0,6.0,0.0,10.799999999999999,0.2,0.6,0.0,0.0,0.8,51.50750000000001,0.6372,0.0,129.20000000000002,11.760000000000002,43.44,30.783153600000002,238.95920000000007,7.44,0.3200000000000001,28.32,0.8400000000000001,0.31999999999999995,2.4000000000000004,4.800000000000001,0.0,7.44,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,15.686000000000003,0.50976,0.0,78.24000000000001,33.0,92.0,86.82647,802.54,16.0,1.0,81.0,1.8400000000000003,1.0,5.0,10.0,0.0,16.0,1.0,1.0,0.0,0.0,1.0,52.95249999999999,1.062,0.0,165.0,53.0,96.0,126.90447,1115.0,17.0,5.0,220.0,2.66,2.0,5.0,10.0,0.0,17.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.062,0.0,229.0,20.0,4.0,40.078,312.46,1.0,4.0,139.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.77,0.0,0.0,64.0,53.0,96.0,126.90447,386.85,17.0,5.0,139.0,2.66,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,43.015,1.062,0.0,64.0
Rb1 Cd1 Br3,-1.56035395,2.7536,190.0,359.0,437.5908,1704.0800000000002,64.0,22.0,724.0,11.389999999999999,9.0,15.0,40.0,0.0,64.0,1.0,3.0,0.0,0.0,4.0,198.6575,4.371,0.0,615.0,38.0,71.8,87.51816,340.81600000000003,12.8,4.4,144.8,2.278,1.8,3.0,8.0,0.0,12.8,0.2,0.6,0.0,0.0,0.8,39.7315,0.8742,0.0,123.0,4.0,27.840000000000003,9.957136,101.36160000000004,5.04,0.4800000000000001,30.080000000000005,0.8184,0.31999999999999995,2.4000000000000004,3.2,0.0,5.04,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,20.396399999999996,0.69936,0.0,70.80000000000001,13.0,91.0,32.507000000000005,328.42,16.0,1.0,100.0,2.14,1.0,5.0,10.0,0.0,16.0,1.0,1.0,0.0,0.0,1.0,71.22749999999999,1.457,0.0,165.0,48.0,95.0,112.411,594.22,17.0,5.0,220.0,2.96,2.0,5.0,10.0,0.0,17.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.457,0.0,229.0,35.0,4.0,79.904,265.8,1.0,4.0,120.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.495,0.0,0.0,64.0,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0
Rb1 Cd1 Cl3,-1.820072008,3.5562,136.0,356.0,304.2378,1421.48,64.0,19.0,670.0,11.99,9.0,15.0,10.0,0.0,34.0,1.0,3.0,0.0,0.0,4.0,183.70999999999998,7.478999999999999,0.0,615.0,27.2,71.2,60.84756,284.296,12.8,3.8,134.0,2.3979999999999997,1.8,3.0,2.0,0.0,6.800000000000001,0.2,0.6,0.0,0.0,0.8,36.742000000000004,1.4957999999999998,0.0,123.0,12.239999999999998,27.36,30.473472,135.23520000000002,5.04,0.96,38.4,0.9144000000000002,0.31999999999999995,2.4000000000000004,3.2,0.0,2.32,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,21.592200000000002,1.19664,0.0,70.80000000000001,31.0,90.0,76.958,422.62,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,71.22749999999999,2.493,0.0,165.0,48.0,94.0,112.411,594.22,17.0,5.0,220.0,3.16,2.0,5.0,10.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,90.7225,2.493,0.0,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.495,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
