composition,formation_energy (eV/atom),band_gap (eV),sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
Rb1 Cd1 F3,-2.698333587,3.1745,112.0,353.0,254.87400960000002,1067.18,64.0,16.0,535.0,14.45,9.0,15.0,10.0,0.0,34.0,1.0,3.0,0.0,0.0,4.0,139.34,5.91,0.0,468.0,22.4,70.6,50.974801920000004,213.436,12.8,3.2,107.0,2.8899999999999997,1.8,3.0,2.0,0.0,6.800000000000001,0.2,0.6,0.0,0.0,0.8,27.868000000000002,1.182,0.0,93.60000000000001,16.08,26.880000000000003,38.371678464,191.9232,5.04,1.44,60.0,1.308,0.31999999999999995,2.4000000000000004,3.2,0.0,2.32,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,25.141800000000003,0.9456,0.0,94.32,39.0,89.0,93.4125968,540.72,16.0,3.0,163.0,3.16,1.0,5.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,81.015,1.97,0.0,214.0,48.0,93.0,112.411,594.22,17.0,5.0,220.0,3.98,2.0,5.0,10.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.97,0.0,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 Co1 F3,-2.622726406,0.0,91.0,341.0,201.39620459999998,2240.96,61.0,15.0,517.0,14.639999999999999,9.0,15.0,7.0,0.0,31.0,1.0,3.0,3.0,0.0,7.0,130.09,5.91,1.5484712,468.0,18.2,68.2,40.27924092,448.19200000000006,12.2,3.0,103.4,2.928,1.8,3.0,1.4000000000000001,0.0,6.2,0.2,0.6,0.6000000000000001,0.0,1.4,26.018,1.182,0.30969424,93.60000000000001,11.04,29.759999999999998,25.537005264,527.9232000000001,5.76,1.2000000000000002,55.68000000000001,1.2624,0.31999999999999995,2.4000000000000004,2.24,0.0,2.08,0.32000000000000006,0.48,0.96,0.0,0.6399999999999999,25.881800000000002,0.9456,0.49551078400000004,94.32,28.0,89.0,66.4693968,1714.5,16.0,3.0,163.0,3.16,1.0,5.0,7.0,0.0,8.0,1.0,1.0,3.0,0.0,2.0,81.015,1.97,1.5484712,214.0,37.0,93.0,85.4678,1768.0,17.0,5.0,220.0,3.98,2.0,5.0,7.0,0.0,9.0,1.0,1.0,3.0,0.0,3.0,90.7225,1.97,1.5484712,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 Cu1 Cl3,-1.485602623,0.1859,117.0,350.0,255.3728,2185.0299999999997,63.0,18.0,658.0,12.2,8.0,15.0,10.0,0.0,33.0,2.0,3.0,0.0,0.0,5.0,175.28499999999997,7.478999999999999,0.0,646.0,23.4,70.0,51.074560000000005,437.00600000000003,12.6,3.5999999999999996,131.6,2.44,1.6,3.0,2.0,0.0,6.6000000000000005,0.4,0.6,0.0,0.0,1.0,35.057,1.4957999999999998,0.0,129.20000000000002,7.68,28.8,18.745872,368.3056,5.279999999999999,0.72,35.519999999999996,0.8640000000000001,0.48,2.4000000000000004,3.2,0.0,2.2399999999999998,0.48,0.48,0.0,0.0,0.0,22.2662,1.19664,0.0,78.24000000000001,20.0,90.0,50.014799999999994,1186.17,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,79.6525,2.493,0.0,165.0,37.0,94.0,85.4678,1357.77,17.0,5.0,220.0,3.16,2.0,5.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,90.7225,2.493,0.0,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.07,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Cu1 F3,-2.338636913,0.0,93.0,347.0,206.0090096,1830.73,63.0,15.0,523.0,14.66,8.0,15.0,10.0,0.0,33.0,2.0,3.0,0.0,0.0,5.0,130.915,5.91,0.0,499.0,18.6,69.4,41.201801919999994,366.1460000000001,12.6,3.0,104.6,2.932,1.6,3.0,2.0,0.0,6.6000000000000005,0.4,0.6,0.0,0.0,1.0,26.183,1.182,0.0,99.80000000000001,11.52,28.32,26.644078463999996,396.6496000000001,5.279999999999999,1.2000000000000002,57.12,1.2576,0.48,2.4000000000000004,3.2,0.0,2.2399999999999998,0.48,0.48,0.0,0.0,0.0,25.815800000000003,0.9456,0.0,101.75999999999999,28.0,89.0,66.4693968,1304.27,16.0,3.0,163.0,3.16,1.0,5.0,10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,81.015,1.97,0.0,214.0,37.0,93.0,85.4678,1357.77,17.0,5.0,220.0,3.98,2.0,5.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.97,0.0,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 Ge1 Br3,-1.41830029,3.1238,174.0,368.0,397.8198,2321.26,66.0,21.0,700.0,11.709999999999999,9.0,17.0,40.0,0.0,66.0,1.0,7.0,0.0,0.0,8.0,202.1675,4.7540000000000004,0.0,646.0,34.8,73.6,79.56396000000001,464.25200000000007,13.2,4.2,140.0,2.342,1.8,3.4,8.0,0.0,13.2,0.2,1.4,0.0,0.0,1.6,40.433499999999995,0.9508,0.0,129.20000000000002,1.1200000000000017,27.840000000000003,2.769583999999992,298.8592000000001,4.880000000000001,0.3200000000000001,32.0,0.7416,0.31999999999999995,1.92,3.2,0.0,4.880000000000001,0.32000000000000006,1.04,0.0,0.0,0.96,20.115599999999997,0.60744,0.0,78.24000000000001,5.0,91.0,12.827799999999996,945.6000000000001,16.0,1.0,100.0,2.14,1.0,5.0,10.0,0.0,16.0,1.0,4.0,0.0,0.0,3.0,67.7175,1.457,0.0,165.0,37.0,95.0,85.4678,1211.4,17.0,5.0,220.0,2.96,2.0,5.0,10.0,0.0,17.0,1.0,4.0,0.0,0.0,4.0,90.7225,1.457,0.0,229.0,32.0,4.0,72.64,265.8,1.0,4.0,120.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.005,0.0,0.0,64.0,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0
Rb1 Ge1 Cl3,-1.691383896,3.7529,120.0,365.0,264.46680000000003,2038.66,66.0,18.0,646.0,12.31,9.0,17.0,10.0,0.0,36.0,1.0,7.0,0.0,0.0,8.0,187.21999999999997,7.861999999999999,0.0,646.0,24.0,73.0,52.89336,407.732,13.2,3.5999999999999996,129.2,2.4619999999999997,1.8,3.4,2.0,0.0,7.200000000000001,0.2,1.4,0.0,0.0,1.6,37.444,1.5723999999999998,0.0,129.20000000000002,8.4,27.6,20.928431999999997,321.46720000000005,4.880000000000001,0.72,36.31999999999999,0.8376000000000002,0.31999999999999995,1.92,3.2,0.0,2.7200000000000006,0.32000000000000006,1.04,0.0,0.0,0.96,21.311400000000003,1.10472,0.0,78.24000000000001,20.0,90.0,50.014799999999994,1039.8000000000002,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,10.0,0.0,13.0,1.0,4.0,0.0,0.0,3.0,67.7175,2.493,0.0,165.0,37.0,94.0,85.4678,1211.4,17.0,5.0,220.0,3.16,2.0,5.0,10.0,0.0,14.0,1.0,4.0,0.0,0.0,4.0,90.7225,2.493,0.0,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.005,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Hg1 F3,-2.231189525,0.6454,144.0,354.0,343.0530096,707.28,64.0,17.0,523.0,14.76,9.0,15.0,10.0,14.0,48.0,1.0,3.0,0.0,0.0,4.0,145.0825862069,5.91,0.0,440.0,28.799999999999997,70.8,68.61060192000001,141.456,12.8,3.4000000000000004,104.6,2.952,1.8,3.0,2.0,2.8000000000000003,9.600000000000001,0.2,0.6,0.0,0.0,0.8,29.01651724138,1.182,0.0,88.0,23.759999999999998,26.720000000000002,59.534638464000004,105.5472,5.04,1.6800000000000002,57.12,1.2336,0.31999999999999995,2.4000000000000004,3.2,4.48,6.5600000000000005,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,24.682393103448,0.9456,0.0,87.6,71.0,89.0,181.5915968,258.96,16.0,4.0,163.0,3.16,1.0,5.0,10.0,14.0,25.0,1.0,1.0,0.0,0.0,1.0,81.015,1.97,0.0,214.0,80.0,93.0,200.59,312.46,17.0,6.0,220.0,3.98,2.0,5.0,10.0,14.0,26.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.97,0.0,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 I1 O3,-1.372529544,2.8369,114.0,361.0,260.37047,863.7099999999999,66.0,16.0,557.0,13.8,9.0,17.0,10.0,0.0,36.0,1.0,7.0,0.0,0.0,8.0,161.0525,1.062,0.0,329.0,22.8,72.2,52.074094,172.742,13.2,3.2,111.4,2.7600000000000002,1.8,3.4,2.0,0.0,7.2,0.2,1.4,0.0,0.0,1.6,32.2105,0.21240000000000003,0.0,65.80000000000001,17.759999999999998,27.279999999999994,43.2896328,141.5304,4.880000000000001,1.44,54.480000000000004,0.816,0.31999999999999995,1.36,3.2,0.0,3.9200000000000004,0.32000000000000006,0.72,0.0,0.0,0.48,27.726599999999998,0.33984000000000003,0.0,65.28,45.0,92.0,110.90507000000001,332.05,16.0,3.0,154.0,2.62,1.0,5.0,10.0,0.0,16.0,1.0,2.0,0.0,0.0,1.0,81.61749999999999,1.062,0.0,217.0,53.0,96.0,126.90447,386.85,17.0,5.0,220.0,3.44,2.0,5.0,10.0,0.0,17.0,1.0,2.0,0.0,0.0,2.0,90.7225,1.062,0.0,229.0,8.0,4.0,15.9994,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Rb1 In1 Cl3,-1.769032328,1.6773,137.0,361.0,306.64480000000003,1257.01,65.0,19.0,668.0,12.08,9.0,16.0,10.0,0.0,35.0,1.0,8.0,0.0,0.0,9.0,188.475,7.478999999999999,0.0,560.0,27.400000000000002,72.2,61.328959999999995,251.402,13.0,3.8,133.6,2.416,1.8,3.2,2.0,0.0,7.0,0.2,1.6,0.0,0.0,1.7999999999999998,37.695,1.4957999999999998,0.0,112.0,12.48,27.279999999999998,31.051151999999995,95.76239999999999,4.800000000000001,0.96,37.92,0.8928000000000001,0.31999999999999995,2.16,3.2,0.0,2.4000000000000004,0.32000000000000006,1.36,0.0,0.0,1.2799999999999998,21.211,1.19664,0.0,57.6,32.0,90.0,79.365,258.15,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,10.0,0.0,12.0,1.0,5.0,0.0,0.0,4.0,66.46249999999999,2.493,0.0,165.0,49.0,94.0,114.818,429.75,17.0,5.0,220.0,3.16,2.0,5.0,10.0,0.0,13.0,1.0,5.0,0.0,0.0,5.0,90.7225,2.493,0.0,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.26,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Mg1 Cl3,-2.277186098,4.7503,100.0,354.0,216.1318,1750.26,54.0,17.0,667.0,11.61,9.0,15.0,0.0,0.0,24.0,1.0,3.0,0.0,0.0,4.0,187.105,7.478999999999999,0.0,615.0,20.0,70.8,43.22636,350.052,10.799999999999999,3.4,133.4,2.322,1.8,3.0,0.0,0.0,4.800000000000001,0.2,0.6,0.0,0.0,0.8,37.421,1.4957999999999998,0.0,123.0,6.8,27.84,16.896575999999996,229.17920000000004,7.44,0.6399999999999999,37.68000000000001,1.0056000000000003,0.31999999999999995,2.4000000000000004,0.0,0.0,2.6399999999999997,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,21.3206,1.19664,0.0,70.80000000000001,25.0,90.0,61.1628,751.4,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,67.8325,2.493,0.0,165.0,37.0,94.0,85.4678,923.0,17.0,5.0,220.0,3.16,2.0,5.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,90.7225,2.493,0.0,229.0,12.0,4.0,24.305,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.89,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Mg1 F3,-3.509265432,6.9384,76.0,351.0,166.76800959999997,1395.96,54.0,14.0,532.0,14.07,9.0,15.0,0.0,0.0,24.0,1.0,3.0,0.0,0.0,4.0,142.73499999999999,5.91,0.0,468.0,15.2,70.2,33.35360192,279.192,10.799999999999999,2.8,106.4,2.814,1.8,3.0,0.0,0.0,4.800000000000001,0.2,0.6,0.0,0.0,0.8,28.547,1.182,0.0,93.60000000000001,8.719999999999999,27.36,20.845679232000002,270.8304,7.44,0.96,59.28,1.3992,0.31999999999999995,2.4000000000000004,0.0,0.0,2.6399999999999997,0.32000000000000006,0.48,0.0,0.0,0.31999999999999995,24.8702,0.9456,0.0,94.32,28.0,89.0,66.4693968,869.5,16.0,3.0,163.0,3.16,1.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,81.015,1.97,0.0,214.0,37.0,93.0,85.4678,923.0,17.0,5.0,220.0,3.98,2.0,5.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,90.7225,1.97,0.0,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 Mg1 H3,-0.32559849,2.5405,52.0,348.0,112.79661999999999,1277.49,6.0,11.0,454.0,8.73,6.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,133.45749999999998,23.558999999999997,0.0,1005.0,10.4,69.6,22.559324,255.49800000000002,1.2000000000000002,2.2,90.8,1.746,1.2000000000000002,0.0,0.0,0.0,1.2000000000000002,0.8,0.0,0.0,0.0,0.8,26.6915,4.711799999999999,0.0,201.0,11.280000000000001,26.880000000000003,25.861660799999996,289.7856,0.3200000000000001,1.44,71.75999999999999,0.5448000000000002,0.3200000000000001,0.0,0.0,0.0,0.3200000000000001,0.31999999999999995,0.0,0.0,0.0,0.31999999999999995,25.6124,3.76944,0.0,11.200000000000001,36.0,88.0,84.45985999999999,908.99,1.0,4.0,189.0,1.3800000000000003,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,84.1075,7.853,0.0,35.0,37.0,92.0,85.4678,923.0,2.0,5.0,220.0,2.2,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,90.7225,7.853,0.0,229.0,1.0,4.0,1.00794,14.01,1.0,1.0,31.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.615,0.0,0.0,194.0,1.0,92.0,1.00794,14.01,1.0,1.0,31.0,2.2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.615,7.853,0.0,194.0
Rb1 Mn1 Br3,-1.533113185,1.2358,167.0,341.0,380.117845,2628.86,59.0,21.0,719.0,11.25,9.0,15.0,35.0,0.0,59.0,1.0,3.0,5.0,0.0,9.0,189.6500862069,4.371,0.000310120689655,638.0,33.4,68.2,76.02356900000001,525.772,11.799999999999999,4.2,143.8,2.25,1.8,3.0,7.0,0.0,11.799999999999999,0.2,0.6,1.0,0.0,1.7999999999999998,37.93001724138,0.8742,6.2024137931e-05,127.60000000000002,3.3600000000000008,32.16,8.434209599999992,397.2912,6.24,0.3200000000000001,30.480000000000004,0.8520000000000001,0.31999999999999995,2.4000000000000004,3.6,0.0,6.24,0.32000000000000006,0.48,1.6,0.0,1.2799999999999998,21.116993103448,0.69936,9.923862068959999e-05,76.32000000000001,12.0,91.0,30.529754999999994,1253.2,16.0,1.0,100.0,2.14,1.0,5.0,10.0,0.0,16.0,1.0,1.0,5.0,0.0,4.0,80.23491379309999,1.457,0.000310120689655,165.0,37.0,95.0,85.4678,1519.0,17.0,5.0,220.0,2.96,2.0,5.0,10.0,0.0,17.0,1.0,1.0,5.0,0.0,5.0,90.7225,1.457,0.000310120689655,229.0,25.0,4.0,54.938045,265.8,1.0,4.0,120.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.4875862069,0.0,0.0,64.0,35.0,95.0,79.904,265.8,17.0,4.0,120.0,2.96,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,29.48,1.457,0.0,64.0
Rb1 Mn1 Cl3,-1.823712653,1.3133,113.0,338.0,246.764845,2346.26,59.0,18.0,665.0,11.850000000000001,9.0,15.0,5.0,0.0,29.0,1.0,3.0,5.0,0.0,9.0,174.70258620689998,7.478999999999999,0.000310120689655,638.0,22.6,67.6,49.352969,469.252,11.799999999999999,3.5999999999999996,133.0,2.37,1.8,3.0,1.0,0.0,5.800000000000001,0.2,0.6,1.0,0.0,1.7999999999999998,34.94051724138,1.4957999999999998,6.2024137931e-05,127.60000000000002,6.720000000000001,31.68,16.6799628,419.89920000000006,6.24,0.72,37.2,0.9480000000000001,0.31999999999999995,2.4000000000000004,1.6,0.0,1.9199999999999997,0.32000000000000006,0.48,1.6,0.0,1.2799999999999998,22.312793103448,1.19664,9.923862068959999e-05,76.32000000000001,20.0,90.0,50.014799999999994,1347.4,16.0,2.0,118.0,2.3400000000000003,1.0,5.0,5.0,0.0,6.0,1.0,1.0,5.0,0.0,4.0,80.23491379309999,2.493,0.000310120689655,165.0,37.0,94.0,85.4678,1519.0,17.0,5.0,220.0,3.16,2.0,5.0,5.0,0.0,7.0,1.0,1.0,5.0,0.0,5.0,90.7225,2.493,0.000310120689655,229.0,17.0,4.0,35.453,171.6,1.0,3.0,102.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.4875862069,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Rb1 Mn1 F3,-3.014906923,2.9437,89.0,335.0,197.4010546,1991.96,59.0,15.0,530.0,14.309999999999999,9.0,15.0,5.0,0.0,29.0,1.0,3.0,5.0,0.0,9.0,130.3325862069,5.91,0.000310120689655,491.0,17.8,67.0,39.480210920000005,398.39200000000005,11.799999999999999,3.0,106.0,2.862,1.8,3.0,1.0,0.0,5.800000000000001,0.2,0.6,1.0,0.0,1.7999999999999998,26.06651724138,1.182,6.2024137931e-05,98.20000000000002,10.559999999999999,31.200000000000003,24.578169264000003,448.24320000000006,6.24,1.2000000000000002,58.8,1.3416000000000001,0.31999999999999995,2.4000000000000004,1.6,0.0,1.9199999999999997,0.32000000000000006,0.48,1.6,0.0,1.2799999999999998,25.862393103448,0.9456,9.923862068959999e-05,99.84,28.0,89.0,66.4693968,1465.5,16.0,3.0,163.0,3.16,1.0,5.0,5.0,0.0,6.0,1.0,1.0,5.0,0.0,4.0,81.015,1.97,0.000310120689655,214.0,37.0,93.0,85.4678,1519.0,17.0,5.0,220.0,3.98,2.0,5.0,5.0,0.0,7.0,1.0,1.0,5.0,0.0,5.0,90.7225,1.97,0.000310120689655,229.0,9.0,4.0,18.9984032,53.5,1.0,2.0,57.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7075,0.0,0.0,15.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Rb1 N1 O3,-1.421093342,3.0415,68.0,347.0,147.47269999999997,539.91,64.0,13.0,489.0,14.18,9.0,15.0,0.0,0.0,24.0,1.0,9.0,0.0,0.0,10.0,132.80625,6.437,0.0,459.0,13.600000000000001,69.4,29.49454,107.982,12.8,2.5999999999999996,97.80000000000001,2.8360000000000003,1.8,3.0,0.0,0.0,4.8,0.2,1.8,0.0,0.0,2.0,26.56125,1.2874,0.0,91.80000000000001,9.360000000000001,26.159999999999997,22.389304000000003,81.7912,4.72,0.9599999999999999,48.88000000000001,0.8063999999999998,0.31999999999999995,1.2000000000000002,0.0,0.0,1.52,0.32000000000000006,0.7200000000000001,0.0,0.0,0.4,25.664500000000004,2.0598400000000003,0.0,95.75999999999999,30.0,83.0,71.4611,257.65999999999997,15.0,3.0,154.0,2.62,1.0,4.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,81.61749999999999,6.437,0.0,217.0,37.0,87.0,85.4678,312.46,16.0,5.0,220.0,3.44,2.0,4.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,3.0,90.7225,6.437,0.0,229.0,7.0,4.0,14.0067,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Rb1 Nb1 O3,-2.839051019,3.3093,102.0,312.0,226.37238,3226.86,54.0,16.0,582.0,12.74,8.0,12.0,4.0,0.0,24.0,2.0,6.0,6.0,0.0,14.0,136.2175,0.0,0.0,494.0,20.400000000000002,62.4,45.274476,645.372,10.799999999999999,3.2,116.4,2.548,1.6,2.4,0.8,0.0,4.8,0.4,1.2,1.2000000000000002,0.0,2.8,27.2435,0.0,0.0,98.80000000000001,14.88,29.52,35.130091199999995,841.8512000000001,6.24,1.44,60.480000000000004,1.0704,0.48,1.92,1.2800000000000002,0.0,1.52,0.48,0.96,1.92,0.0,1.6800000000000002,25.391600000000004,0.0,0.0,104.16,33.0,83.0,76.90698,2695.2,15.0,3.0,154.0,2.62,1.0,4.0,4.0,0.0,5.0,1.0,2.0,6.0,0.0,6.0,81.61749999999999,0.0,0.0,217.0,41.0,87.0,92.90638,2750.0,16.0,5.0,220.0,3.44,2.0,4.0,4.0,0.0,6.0,1.0,2.0,6.0,0.0,7.0,90.7225,0.0,0.0,229.0,8.0,4.0,15.9994,54.8,1.0,2.0,66.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
